city,district,special provider,provider type,name,specialties,address,mon-fri,sat-sun,appointment tel,foreign lang. service,appointment recommended,website,cn_address,lat,long
Beijing,Shunyi District,No,Private,Beijing New Century Harmony Pediatric Clinic,"Pediatric, GP, Gynecology, Ophthalmology, Dermatology","K-01 Building No.19, Harmony Business Center, Liyuan Street, Tianzhu, Shunyi District, Beijing",9:00 am - 7:00 pm,9:00 am - 7:00 pm,010-656599,Eng,"",,北京市顺义区天竺镇丽苑街荣和商业中心19号楼K-01,40.091019,116.536591
Beijing,Shunyi District,Yes,Private,Beijing United Family- Shunyi Clinic,"Family Medicine, Pediatrics, Family Counseling","806 Pinnacle Plaza, Tianzhu Real Estate Development Zone, Shunyi District, Beijing","Clinic Hours： Monday to Friday, 8:30 am – 7:30 pm Dental Department hours： Monday to Friday, 9:30 am – 7:30 pm","Clinic Hours： Saturday to Sunday, 8:30 am – 7:30 pm Dental Department hours： Saturday to Sunday, 9:30 am – 7:30 pm","010-80653 Clinic
010-806110 Dental Clinic
008919191 /H /appointment
010-5979191（
010-597710 H emergency","Eng
Fr
Farsi
Span
Ru
Canto",Yes,,北京市顺义区天竺开发区荣祥广场806号,40.062534,116.547543
Beijing,Haidian District,No,Private,Beijing Baodao Healthcare,"OB/GYN, Pediatrics","1 Xinjiekouwai Street, Haidian District, Beijing",8:00 am - 5:30 pm,8:00 am - 5:30 pm,010-6006666,Eng,"",,北京市海淀区新街口外大街1号,39.967219,116.36952
Beijing,Haidian District,No,Private,International Department of Beijing DCN Orthopaedic Hospital,"Athletic Rehabilitation, Orthopaedic Surgery，TCM, Dental Clinic, GP","19A Fushi Road, Haidian District, Beijing","8:00 am - 12:00 pm, 1:00 pm - 5:00 pm","8:00 am - 12:00 pm, 1:00 pm - 5:00 pm",010-5713366 ext. 0,Eng,"",,北京市海淀区阜石路甲19号,39.926471,116.2569
Beijing,Haidian District,No,Private,Beijing Eyemax Hospital,Ophthalmology,"10 Jingshu Dongli, Haidian District, Beijing",8:00 am - 5:00 pm,Closed,010-5388088,Eng,Yes,,北京市海淀区静淑东里10号院,40.005613,116.351037
Beijing,Haidian District,No,Private,Beijing Bo Ai Tang TCM Clinic-Zhongguancun,"TCM Cancer, TCM Dermatology, TCM Internal Medicine, TCM Gynaecology","19 South Zhongguancun Street, Haidian District, Beijing",7:30 am - 5:30 pm,7:30 am - 5:30 pm,"010-8851939
010-681758","","",,北京市海淀区中关村南大街19号院,39.953341,116.322368
Beijing,Haidian District,Yes,Private,Beijing United Family Wudaokou Clinic,"Family Medicine, Preventive Care, Gynecology, Paediatrics","1F Building D, Tsinghua Tongfang Hi-Tech Plaza, 1 Wangzhuang Road, Haidian District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-8366918
008-919191 /H /appointment
010-5979191（
010-597710 H emergency",Eng,Yes,,北京市海淀区王庄路1号清华同方科技广场D座1层,39.998289,116.338984
Beijing,Fengtai District,No,Private,Beijing New Journey Cancer Hospital,"Thoracic Surgery, General Surgery, Oncology, Traditional Chinese Medicine","69 Wanfeng Road, Fengtai District, Beijing",8:00 am - 5:00 pm,Closed,"010-83066716
010-83066908",Eng,"",,北京市丰台区万丰路69号,39.883592,116.29405
Beijing,Fengtai District,No,Private,Beijing Bo Ai Tang TCM Clinic-South Railway Station,"TCM Cancer, TCM Dermatology, TCM Internal Medicine, TCM Gynaecology","1F East, Hanhai Garden, 1 Kaiyang Road, Fengtai District, Beijing",7:30 am - 5:30 pm,7:30 am - 5:30 pm,"010-8851939
010-681758
010-83973610","","",,北京市丰台区开阳路1号瀚海花园大厦1层东侧,39.868499,116.373637
Beijing,Dongcheng District,No,Private,"Hong Kong International Medical Clinic, Beijing","General Treatment, Health Checkup for Immigration","9F, Hong Kong Macau Center Office Tower, 2 Chaoyangmen North Street, Dongcheng District, Beijing",9:00 am - 9:00 pm,9:00 am - 9:00 pm,"010-655388 ext. 35/36
010-6553975","Eng
Fr
Jp","",,北京市东城区朝阳门北大街2号港澳中心办公楼9楼,39.932991,116.436094
Beijing,Dongcheng District,No,Private,Beijing Gushengtang hospital of traditional Chinese medicine,"TCM Internal Medicine, TCM Gynaecology, TCM Pediatric","Room102 , No. 3  LiuPuKang North, Dongcheng District, Beijing",8:30 am - 8:00 pm,8:30 am - 5:00 pm,010-6710117,"Eng
Jp","",,北京市东城区六铺炕3号楼迤北102室,39.955166,116.394845
Beijing,Dongcheng District,No,Private,Beijing Guss Clinic,"Endocrinology, Traditional Chinese Medicine, Gynecology, Cardiology, Pediatrics, Neurology","10117, 1F Tower A, Galaxy SOHO, 2 Nan Zhu Gan Hutong, Dongcheng District, Beijing",9:00 am - 6:00 pm,Saturday: 9:00 am - 6:00 pm Sunday is closed.,00-613-6309,Eng,"",,北京市东城区南竹杆胡同2号银河SOHO A座1层 10117,39.92153,116.433554
Beijing,Dongcheng District,No,Private,Beijing Huimin TCM Children’s Hospital,TCM Pediatric,"4 East Zhushikou Street, Dongcheng District, Beijing",9:00 am - 4:30 pm,9:00 am - 4:30 pm,"00-686-8861
010-67086611","","",,北京市东城区珠市口东大街4号,39.892603,116.414048
Beijing,Dongcheng District,No,Private,Beijing Ping Xin Tang Wangfujing TCM Clinic,"TCM Internal Medicine, TCM Gynaecology, TCM Pediatric","218-2 Wangfujing Street, Dongcheng District, Beijing",8:00 am - 5:00 pm,8:00 am - 5:00 pm,010-65879199,"","",,北京市东城区王府井大街218-2号,39.910386,116.413343
Beijing,Dongcheng District,No,Private,Beijing New Deheng Clinic,"OB/GYN, E.N.T, Ophthalmology, TCM, Psychiatric","7F GuoHua Building, 8-2 Dongdansantiao, Dongcheng District, Beijing",8:00 am - 8:00pm,Saturday: 9:00 am - 6:00 pm Sunday: 9:00 am - 6:00 pm (please make appointment in advance),010-65166900,Eng,Yes,,北京市东城区东单三条8-2号国话大厦7层,39.910394,116.416282
Beijing,Dongcheng District,No,Private,Beijing Eaton Medical Centre,"Preventive Medical Check-up, Eyecare Center","Level 5, Beijing New World Shopping Mall, No. 3 Chong Wen Men Wai Street, Beijing",8:00 am - 12:00 am 1:00pm - 5:00 pm,8:00 am - 12:00 am 1:00pm - 5:00 pm,00-680-8068,Eng,"",,北京市东城区崇文门外大街3号新世界中心商场5层,39.89825,116.417841
Beijing,Dongcheng District,No,Private,Beijing Yanhuang TCM Hospital,"TCM Cancer, TCM Internal Medicine","5F Yuanlong Building, 55 Tiantan Road, Dongcheng District, Beijing",8:00 am - 8:00 pm,Saturday: 8:00 am - 8:00 pm Sunday: 8:00 am - 7:00 pm,"010-6513306
010-6513309
010-651088","","",,北京市东城区天坛路55号元隆大厦五层,39.888754,116.417376
Beijing,Dongcheng District,No,Private,Z' an Clinic,"TCM Internal Medicine, Orthopedics, Acupunture","301, Tower B, Yonggui Center, No. 41, Guangqumen Inner Street, Dongcheng District，Beijing",10:00 am - 7 :00 pm Wednesday is closed.,10:00 am - 7 :00 pm,"00-898-5070
15811197583","Eng
Jp","",,北京市东城区广渠门内大街41号雍贵中心B座301,39.893841,116.429183
Beijing,Dongcheng District,No,Private,Beijing Puhua  International Hospital,"Orthopedic and Trauma Surgery, Podiatry, Neurology and Neurosurgery, Rehabilitation","12 South Tiantan Li, Dongcheng District, Beijing",Outpatient: 8:30 am - 5:30 pm Inpatient: 24 hours,Outpatient: 8:30 am - 5:30 pm Inpatient: 24 hours,"010-67035566 ext. 335
010-57159610 H","Eng
Ru
/Arabic
Kr
Fr","",,北京市东城区天坛南里12号,39.87523,116.404443
Beijing,Daxing District,No,Private,Capital Healthcare Hospital For Children and Women,"OB/GYN, Pediatrics","2 Jingyuan South Street, Beijing Economic-Technological  Development Area (Yi Zhuang), Daxing District, Beijing",Outpatient: 8:00 am - 4:00 pm Emergency: 4:00 pm - 8:00 am,Outpatient: 8:00 am - 4:00 pm Emergency: 4:00 pm - 8:00 am,"00-010-799
010-69079666",Eng,"",,北京市大兴区经济技术开发区( 亦庄）景园南街2号,39.772968,116.522131
Beijing,Chaoyang District,No,Private,Beijing Aier-Intech Eye Hospital,"Macular Diseases, Diabetic Ophthalmopathy, Strabismus, Amblyopic, Children's Eye Diseases","1F, 4F, 5F Panjiayuan Plaza, 12 South Panjiayuan Street, Chaoyang District, Beijing",8:30 am - 4:30 pm,9:00 am - 4:30 pm,"010-8778966
010-6773700","Eng
Jp
Ru","",,北京市朝阳区潘家园南里12号潘家园大厦1、4、5层,39.87209,116.450486
Beijing,Chaoyang District,No,Private,Beijing Children's Hospital East Branch,"TCM, Dental , Nephrology, Dermatology, Ophthalmology","42 South Road of Third Ring East, Chaoyang District, Bejing",8:30 am - 5:00 pm Night outpatient service: 5:00 pm - 9:00 pm,8:30 am - 5:00 pm Night outpatient service: 5:00 pm - 9:00 pm,010-5009999,"","",,北京市朝阳区东三环南路42号,39.891786,116.461992
Beijing,Chaoyang District,No,Private,Beijing 21st Century Hospital,"Pediatrics, Gynecology, TCM, Orthopaedics, Surgery","1F-2F, 21st Century Plaza, 40 Liangmaqiao Road, Chaoyang District, Beijing",8:00 am - 6:00 pm,8:00 am - 6:00 pm,010-86168,"Eng
Jp","",,北京市朝阳区亮马桥路40号21世纪大厦1-2层,39.950627,116.473606
Beijing,Chaoyang District,No,Private,Beijing HarMoniCare  Women & Children’s Hospital,"OB/GYN, Pediatrics","2 Xiaoguanbeili, Beiyuan Road, Chaoyang District, Beijing",Paediatrics: 8:00 am - 8:00 pm Gynecology: 8:00 am - 5:00 pm Obstetrics: 24 hours ,Paediatrics: 8:00 am - 8:00 pm Gynecology: 8:00 am - 5:00 pm Obstetrics: 24 hours ,010-6990000,Eng,"",,北京市朝阳区北苑路小关北里甲2号,39.979266,116.40837
Beijing,Chaoyang District,No,Private,Beijing Liying Hospital for Obstetrics and Gynecology,OB/GYN,"16 First Yacheng Street, North Chaoyang Road, Chaoyang District, Beijing",Outpatient: 8:00 am - 6:00 pm Emergency: 24H,Outpatient: 8:00 am - 6:00 pm Emergency: 24H,"010-85511888
010-85511999  ER",Eng,"",,北京市朝阳区朝阳北路雅成一里16号（朝阳大悦城东门对面）,39.9257,116.521184
Beijing,Chaoyang District,No,Private,Beijing Mary’s Hospital for Women and Infants,"OB/GYN, Pediatrics","5  North Hepingli Street, Chaoyang District, Beijing (near Dongtucheng Road)",8:00 am - 5:00 pm Gynecology: 8:00 am - 8:00 pm Obstetrics: 24 hours ,8:00 am - 5:00 pm Gynecology: 8:00 am - 8:00 pm Obstetrics: 24 hours ,010-616666,Eng,"",,北京市朝阳区和平里北街5号 (东土城路北口）,39.960121,116.430917
Beijing,Chaoyang District,No,Private,"Mary’s Orthopedic Hospital, Beijing",Orthopedics,"Jia No.1, Beiyuan Road, Chaoyang District, Beijing",8:00 am - 5:00 pm,8:00 am - 5:00 pm,"010-679955
010-679930",Eng,"",,北京市朝阳区北苑路甲1号,40.023484,116.418768
Beijing,Chaoyang District,No,Private,GlobalCare Women & Children's Hospital,"GYN, OB, Pediatric, Dentistry","24 Xidawang Road, Chaoyang District, Beijing",8:00 am - 5:00 pm GYN: 8:00 am - 8:00 pm Emergency for OB is available,8:00 am - 5:00 pm GYN: 8:00 am - 8:00 pm Emergency for OB is available,"010-87777088
010-67705558","","",,北京市朝阳区西大望路24号,39.892132,116.477147
Beijing,Chaoyang District,No,Private,Beijing New Century Women's and Children's Hospital,"Pediatrics, OB","2# (Pediatrics)/5# (GYN & OB), 51 North Wangjing Road, Chaoyang District, Beijing (in the Wanghu Park)",Outpatient: 8:00 am - 5:00 pm Emergency: 6:00 pm - 8:00 am,Outpatient: 8:00 am - 5:00 pm Emergency: 6:00 pm - 8:00 am,001853366,Eng,Yes,,北京市朝阳区望京北路51号院（望湖公园东门南）,40.011575,116.459444
Beijing,Chaoyang District,No,Private,Smile Angel Children’s Hospital,"Pediatrics, Cleft Lip and Palate","Building No.519, East Wangjing Garden, Chaoyang District, Beijing",8:00 am - 4:00 pm 8:00 am - 7:30 pm (Internal Medicine) 8:00 am - 4:30 pm (Health Care),8:00 am - 4:00 pm 8:00 am - 7:30 pm (Internal Medicine),010-8781977,Eng,"",,北京市朝阳区望京东园519号楼(阜通东大街望京SOHO对面）,39.996703,116.483892
Beijing,Chaoyang District,No,Private,Beijing Intech Rehabilitation Hospital,Rehabilitation,"5 Balizhuang  Nanli, North Chaoyang Road, Chaoyang District, Beijing",8:00 am - 5:00 pm,8:00 am - 4:00 pm,010-85813399,Eng,"",,北京市朝阳区朝阳北路八里庄南里5号,39.922257,116.497361
Beijing,Chaoyang District,No,Private,Beijing Premiere & Promise Hospital,"Rehabilitation, Sport Medicine, Postoperative Rehabilitation","29 Jianguo Road, Chaoyang District, Beijing","8:00 am - 12:00 pm, 1:00 pm - 5:00 pm",Closed,010-530716,Eng,"",,北京市朝阳区建国路29号,39.916367,116.522766
Beijing,Chaoyang District,No,Private,Sanfine International Hospital,"GP, Internal Medicine, Surgery, Women’s Health and Wellness, Pediatrics, Ophthalmology, ENT, Dermatology, Rehabilitation, Traditional Chinese Medicine","Building No.4, Shimao International Center, 13 Gongti North Road, Chaoyang District, Beijing",8:30 am - 5:30 pm,Closed (Saturday only dental available),"010-613675
010-613676 English",Eng,Yes,,北京市朝阳区工体北路13号院世茂国际中心4号楼,39.934605,116.449014
Beijing,Chaoyang District,No,Private,Beijing Vitup Hospital,"Health Checkup, TCM","52 Dongsanhuan Road, Chaoyang District, Beijing",7:30 am - 4:30 pm,Closed,010-6777789 ext.Chinese: 811/81/813 English: 88    ,Eng,"",,北京市朝阳区东三环南路乙52号,39.886823,116.462026
Beijing,Chaoyang District,No,Private,Ikang Evergreen Medical International (Outpatient Department),"Cardiovascular Diseases, Tumor, Dental","2F LG Plaza Twin Towers, B12 Jianguo Men Wai Avenue, Chaoyang District, Beijing",Outpatient: 8:30 am - 5:00 pm Check-up: 7:40 am - 3:00 pm Dental: 8:00 am - 5:00 pm,Outpatient: Saturday 8:30 am - 5:00 pm                  Sunday closed Check-up: Saturday 7:40 am - 3:00 pm                Sunday closed Dental: Saturday to Sunday            8:00 am - 5:00 pm,"010-65681895
010-6566763
010-65660709 Dental Clinic
010-6568877  Wellness Checkup","",Yes,,北京市朝阳区建国门外大街乙12双子座厦2层,39.907678,116.448681
Beijing,Chaoyang District,No,Private,Beijing Horizon Sports Medicine Clinic,"Rehabilitation, Physiotherapy","3rd Floor, 12th Platform, Worker's Stadium, Chaoyang District, Beijing",9:00 am - 6:00 pm,Saturday: 9:00 am - 6:00 pm (No Initial Visit) Sunday is closed.,010-8389966,"Eng
/Cantonese","",,北京市朝阳区工人体育场12号看台三层,39.929741,116.447224
Beijing,Chaoyang District,No,Private,MedicGo General Medical Practice,General Medicine,"Uint A04 (Ground floor), Block A, Ocean Express Buildings, 66 Xia Guang Li, Chaoyang District, Beijing",8:30 am - 6:00 pm,Saturday: 9:00 am - 5:00 pm Sunday is closed.,"010-86759
001080198 ",Eng,"",,北京市朝阳区霞光里66号院远洋新干线A座A04室,39.957191,116.459537
Beijing,Chaoyang District,No,Private,Beijing Passion International  Medical Center,"Surgery, Gynecology, Ophthalmology, E.N.T., Dermatology","B1 Bory Building, 26 North Road, East Third Ring, Chaoyang District, Beijing (near Zhong Xin Medical Building)",9:30 am -  6:30 pm Wednesday :  8:00  -  6:30 pm,Saturday: 8:00 am - 5:00 pm Sunday is closed,"010-65167667
010-65167806
010-6516703 English
010-6516701 Japanese","Eng
Jp","",,北京市朝阳区东三环北路甲26号博瑞大厦B1 (近中信医疗大厦),39.928153,116.462476
Beijing,Chaoyang District,No,Private,Beijing Ping Xin Tang Jin YangTCM Clinic,"TCM Internal Medicine, TCM Gynaecology, TCM Pediatric","3F, 21 West Tianshui Garden, Chaoyang District, Beijing (5 Wanke Garden)",8:00 am - 5:00 pm,8:00 am - 5:00 pm,010-65879199,"","",,北京市朝阳区甜水西园21号3层(万科公园5号),39.926332,116.477645
Beijing,Chaoyang District,No,Private,"Beijing Lingyixiaohe Women and Children's Hospital, Beiyuan Branch","Gynecology, Pediatrics","No. 1-5, GF, Tianleyuan, South Hongjunying Road, Chaoyang District, Beijing",8:00 am - 6:00 pm,8:00 am - 6:00 pm,010-8937070,"","",,北京市朝阳区红军营南路天乐园底商1-5号,40.034025,116.41253
Beijing,Chaoyang District,No,Private,Beijing Amcare Clinic,"Internal medicine, Surgery, Gynecology, Pediatrics, Dental Clinic ,Dermatology, Ophthalmology, ENT","5 Yiyuan, An Hui Beili, Chaoyang District, Beijing",8:00 am - 8:00 pm,9:00 am - 5:30 pm,010-536555,Eng,"",,北京市朝阳区安慧北里逸园5号,40.000938,116.415313
Beijing,Chaoyang District,No,Private,Beijing Enjoyhealth Hospital,"GP, Cardiology","111 Xinyuanxili, Chaoyang District, Beijing",8:30 am - 5:00 pm,8:30 am - 5:00 pm,"010-530666
010-530685","","",,北京市朝阳区新源西里111号,39.948356,116.446697
Beijing,Chaoyang District,No,Private,Zan TCM Clinic of Beijing Meilun,"TCM Internal Medicine, Orthopedics, Acupunture","Building No.13, Meilunbao Community, 51 Kehui Road, Chaoyang District, Beijing","Tuesday, Thursday: 10:00 am - 7:00 pm Monday,Wednesday and Friday are closed.",10:00 am - 7:00 pm,"00-898-5070
15811197583","Eng
Jp","",,北京市朝阳区科荟路51号院美伦堡小区13号楼,40.011164,116.369324
Beijing,Chaoyang District,No,Private,Bayley and Jackson Medical Center,"General Medicine, Oral Care, Family Care","7 East Ritan Road, Chaoyang District, Beijing",9:00 am - 6:00 pm,Saturday: 9:00 am - 5:30 pm Sunday is closed.,010-8569998 ,Eng,"",,北京市朝阳区日坛东路7号,39.915143,116.446428
Beijing,Chaoyang District,No,Private,Oasis International Clinics – Chaoyang Park Clinic,"Family Medicine, TCM","Room 107, Block 4, 6 Chaoyang Park Avenue, Chaoyang District, Beijing",8:00 am - 8:00 pm,8:00 am - 8:00 pm,"010-8587578
010 659131",Eng,"",,北京市朝阳区朝阳公园南路公园大道6号4幢107室,39.931479,116.486009
Beijing,Chaoyang District,No,Private,Jing Xin Traditional Chinese Medicine Clinic,"Orthopedics, Dermatology, Nephritis, Rhinitis, Sinusitis, Hepatopathy, Mastopathy","7F, 16 West Area, Jianwai SOHO, Chaoyang District, Beijing",10:00 am - 8:00 pm,10:00 am - 8:00 pm,010-58699985 ext.0,Eng,Yes,,北京市朝阳区建外SOHO西区16号楼7层,39.904631,116.453656
Beijing,Chaoyang District,No,Private,Vista Clinic,"General Medicine, Comprehensive Medical Care","3F Kerry Center, 1 Guanghua Road, Chaoyang District, Beijing","","",010-8596618,"Eng
Jp
Span","",,北京市朝阳区光华路1号嘉里中心3层,39.914096,116.459615
Beijing,Chaoyang District,Yes,Private,Beijing United Family Hospital,"Pediatrics, Family Counseling, OB/GYN, Dermatology & Laser Skin Clinic, E.N.T.","2 Jiangtai Road, Chaoyang District, Beijing",Hospital: 24 hours Clinic: 8:30 am - 5:00 pm,Hospital: 24 hours Clinic : Saturday: 9:00 am - 5:00 pm，Sunday is closed.,"008919191 /H  Appointment
010-5979191（
010-597710 H emergency
010-5977000 ","Eng
Fr
Jp
Farsi
Span
Ru
/Cantonese",Yes,,北京市朝阳区将台路2号,39.975926,116.483954
